Album,Artist,Bytes,Sales,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Ao Vivo [IMPORT],Zeca Pagodinho,8.08M,2.97,Madison,,Beto Gogo/JessÃ© Pai/Luiz Carlos/Zeca Pagodinho,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/2010 0:00,201,Stevens,MPEG audio file,240692,1,+1 (608) 257-0597,53703,3,North  America,WI,Faixa Amarela,0.99
Van Halen III,Van Halen,2.81M,2.97,Madison,,Van Halen,USA,25,vstevens@yahoo.com,Victor,Rock,5/29/2010 0:00,201,Stevens,MPEG audio file,86987,1,+1 (608) 257-0597,53703,3,North  America,WI,Primary,0.99
Greatest Hits,Lenny Kravitz,8.16M,3.96,Madison,,Vandenberg,USA,25,vstevens@yahoo.com,Victor,Metal,5/29/2010 0:00,201,Stevens,MPEG audio file,251141,1,+1 (608) 257-0597,53703,4,North  America,WI,Now You're Gone,0.99
Contraband,Velvet Revolver,7.24M,3.96,Madison,,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",USA,25,vstevens@yahoo.com,Victor,Rock,5/29/2010 0:00,201,Stevens,MPEG audio file,223033,1,+1 (608) 257-0597,53703,4,North  America,WI,Headspace,0.99
Vinicius De Moraes,VinÃ­cius De Moraes,7.36M,4.95,Madison,,,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/2010 0:00,201,Stevens,MPEG audio file,220813,1,+1 (608) 257-0597,53703,5,North  America,WI,Samba Do Jato,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,11.12M,4.95,Madison,,Carlinhos Santana/Nelson Rufino,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/2010 0:00,201,Stevens,MPEG audio file,332826,1,+1 (608) 257-0597,53703,5,North  America,WI,Verdade,0.99
Van Halen III,Van Halen,3.50M,4.95,Madison,,Van Halen,USA,25,vstevens@yahoo.com,Victor,Rock,5/29/2010 0:00,201,Stevens,MPEG audio file,105639,1,+1 (608) 257-0597,53703,5,North  America,WI,Neworld,0.99
"The Office, Season 2",The Office,256.48M,1.99,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/2010 0:00,201,Stevens,Protected MPEG-4 video file,1264375,1,+1 (608) 257-0597,53703,1,North  America,WI,The Carpet,1.99
"The Office, Season 3",The Office,515.30M,5.97,Madison,,,USA,25,vstevens@yahoo.com,Victor,Comedy,5/29/2010 0:00,201,Stevens,Protected MPEG-4 video file,2519436,1,+1 (608) 257-0597,53703,3,North  America,WI,"A Benihana Christmas, Pts. 1 & 2",1.99
"The Office, Season 1",The Office,257.88M,5.97,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/2010 0:00,201,Stevens,Protected MPEG-4 video file,1306416,1,+1 (608) 257-0597,53703,3,North  America,WI,Diversity Day,1.99
"The Office, Season 3",The Office,276.94M,5.97,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/2010 0:00,201,Stevens,Protected MPEG-4 video file,1326534,1,+1 (608) 257-0597,53703,3,North  America,WI,Gay Witch Hunt,1.99
"The Office, Season 2",The Office,249.21M,7.96,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/2010 0:00,201,Stevens,Protected MPEG-4 video file,1315333,1,+1 (608) 257-0597,53703,4,North  America,WI,Halloween,1.99
"Heroes, Season 1",Heroes,487.88M,1.99,Paris,,,France,39,camille.bernard@yahoo.fr,Camille,Drama,6/6/2010 0:00,202,Bernard,Protected MPEG-4 video file,2687103,1,+33 01 49 70 65 65,75009,1,Europe,,How to Stop an Exploding Man,1.99
Un-Led-Ed,Dread Zeppelin,5.13M,1.98,Paris,,"Page, Jones",France,40,dominiquelefebvre@gmail.com,Dominique,Rock,6/19/2010 0:00,203,Lefebvre,Protected AAC audio file,310774,1,+33 01 47 42 71 71,75002,2,Europe,,Your Time Is Gonna Come,0.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),537.81M,3.98,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Sci Fi & Fantasy,6/19/2010 0:00,204,Girard,Protected MPEG-4 video file,2922547,1,+33 05 56 96 96 96,33000,2,Europe,,"Lost Planet of the Gods, Pt. 1",1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),521.39M,3.98,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Sci Fi & Fantasy,6/19/2010 0:00,204,Girard,Protected MPEG-4 video file,2956081,1,+33 05 56 96 96 96,33000,2,Europe,,"Battlestar Galactica, Pt. 2",1.99
"Lost, Season 3",Lost,1059.55M,7.96,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Drama,6/19/2010 0:00,203,Lefebvre,Protected MPEG-4 video file,5088838,1,+33 01 47 42 71 71,75002,4,Europe,,Through a Looking Glass,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),558.87M,5.97,Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/2010 0:00,205,Hamamalinen,Protected MPEG-4 video file,2920045,1,+358 09 870 2000,530,3,Europe,,The Lost Warrior,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),570.15M,5.97,Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/2010 0:00,205,Hamamalinen,Protected MPEG-4 video file,2924716,1,+358 09 870 2000,530,3,Europe,,The Magnificent Warriors,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),540.98M,7.96,Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/2010 0:00,205,Hamamalinen,Protected MPEG-4 video file,2907615,1,+358 09 870 2000,530,4,Europe,,"The Gun On Ice Planet Zero, Pt. 1",1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),503.64M,9.95,Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/2010 0:00,205,Hamamalinen,Protected MPEG-4 video file,2924507,1,+358 09 870 2000,530,5,Europe,,"The Living Legend, Pt. 1",1.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.15M,2.97,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/2010 0:00,206,Van der Berg,Protected AAC audio file,193188,1,+31 020 6223130,1016,3,Europe,VV,Instant Karma,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,2.61M,3.96,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/2010 0:00,206,Van der Berg,Protected AAC audio file,159473,1,+31 020 6223130,1016,4,Europe,VV,"Oh, My Love",0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,4.56M,4.95,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/2010 0:00,206,Van der Berg,Protected AAC audio file,281424,1,+31 020 6223130,1016,5,Europe,VV,Cold Turkey,0.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),487.90M,5.97,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/2010 0:00,206,Van der Berg,Protected MPEG-4 video file,2923381,1,+31 020 6223130,1016,3,Europe,VV,"War of the Gods, Pt. 2",1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),527.84M,7.96,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/2010 0:00,206,Van der Berg,Protected MPEG-4 video file,2903778,1,+31 020 6223130,1016,4,Europe,VV,"Greetings from Earth, Pt. 2",1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),536.58M,9.95,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/2010 0:00,206,Van der Berg,Protected MPEG-4 video file,2924007,1,+31 020 6223130,1016,5,Europe,VV,The Hand of God,1.99
House of Pain,House Of Pain,9.54M,3.96,Edinburgh,,E. Schrody/L. Muggerud,United Kingdom,54,steve.murray@yahoo.uk,Steve,Hip Hop/Rap,6/24/2010 0:00,207,Murray,MPEG audio file,238393,1,+44 0131 315 3300,EH4 1HH,4,Europe,,Guess Who's Back,0.99
Speak of the Devil,Ozzy Osbourne,5.37M,0.99,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/2010 0:00,207,Murray,Protected AAC audio file,333622,1,+44 0131 315 3300,EH4 1HH,1,Europe,,"Sabbath, Bloody Sabbath",0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.51M,1.98,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Pop,6/24/2010 0:00,207,Murray,Protected AAC audio file,215549,1,+44 0131 315 3300,EH4 1HH,2,Europe,,[Just Like] Starting Over,0.99
20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,4.81M,2.97,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/2010 0:00,207,Murray,Protected AAC audio file,287229,1,+44 0131 315 3300,EH4 1HH,3,Europe,,Tease Me Please Me,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,3.56M,3.96,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Pop,6/24/2010 0:00,207,Murray,Protected AAC audio file,219078,1,+44 0131 315 3300,EH4 1HH,4,Europe,,Imagine,0.99
Speak of the Devil,Ozzy Osbourne,6.32M,4.95,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/2010 0:00,207,Murray,Protected AAC audio file,392764,1,+44 0131 315 3300,EH4 1HH,5,Europe,,Fairies Wear Boots,0.99
Muso Ko,Habib KoitÃ© and Bamada,4.62M,4.95,Oslo,,Habib KoitÃ©,Norway,4,bjorn.hansen@yahoo.no,Bjarn,World,6/29/2010 0:00,208,Hansen,AAC audio file,285837,1,+47 22 44 22 22,171,5,Europe,,Din Din Wo (Little Child),0.99
Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,8.50M,4.95,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Electronica/Dance,6/29/2010 0:00,208,Hansen,MPEG audio file,212323,1,+47 22 44 22 22,171,5,Europe,,Um Lugar ao Sol,0.99
Temple of the Dog,Temple of the Dog,5.18M,1.98,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/2010 0:00,208,Hansen,Protected AAC audio file,304458,1,+47 22 44 22 22,171,2,Europe,,Call Me a Dog,0.99
Scheherazade,Chicago Symphony Orchestra & Fritz Reiner,8.92M,1.98,Oslo,,Nikolai Rimsky-Korsakov,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/2010 0:00,208,Hansen,Protected AAC audio file,545203,1,+47 22 44 22 22,171,2,Europe,,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",0.99
Revelations,Audioslave,4.47M,2.97,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/2010 0:00,208,Hansen,Protected AAC audio file,274597,1,+47 22 44 22 22,171,3,Europe,,Shape of Things to Come,0.99
Carry On,Chris Cornell,4.21M,3.96,Oslo,,Chris Cornell,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/2010 0:00,208,Hansen,Protected AAC audio file,256764,1,+47 22 44 22 22,171,4,Europe,,Safe and Sound,0.99
Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,4.44M,3.96,Oslo,,Johann Pachelbel,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/2010 0:00,208,Hansen,Protected AAC audio file,271788,1,+47 22 44 22 22,171,4,Europe,,Canon and Gigue in D Major: I. Canon,0.99
Carry On,Chris Cornell,4.48M,4.95,Oslo,,Chris Cornell,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/2010 0:00,208,Hansen,Protected AAC audio file,273320,1,+47 22 44 22 22,171,5,Europe,,Disappearing Act,0.99
Haydn: Symphonies 99 - 104,Royal Philharmonic Orchestra & Sir Thomas Beecham,10.09M,3.96,Oslo,,Franz Joseph Haydn,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/2010 0:00,208,Hansen,Purchased AAC audio file,306687,1,+47 22 44 22 22,171,4,Europe,,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",0.99
"LOST, Season 4",Lost,484.71M,1.99,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Drama,6/29/2010 0:00,208,Hansen,Protected MPEG-4 video file,2612779,1,+47 22 44 22 22,171,1,Europe,,Something Nice Back Home,1.99
"LOST, Season 4",Lost,516.93M,3.98,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Drama,6/29/2010 0:00,208,Hansen,Protected MPEG-4 video file,2609025,1,+47 22 44 22 22,171,2,Europe,,The Economist,1.99
Back to Black,Amy Winehouse,3.42M,3.96,New York,,,USA,18,michelleb@aol.com,Michelle,R&B/Soul,7/7/2010 0:00,209,Brooks,Protected AAC audio file,213240,1,+1 (212) 221-3546,10012-2612,4,North  America,NY,Rehab,0.99
Back to Black,Amy Winehouse,3.00M,0.99,Reno,,Nickolas Ashford & Valerie Simpson,USA,21,kachase@hotmail.com,Kathy,R&B/Soul,7/20/2010 0:00,211,Chase,Protected AAC audio file,185293,1,+1 (775) 223-7665,89503,1,North  America,NV,Tears Dry On Their Own,0.99
Back to Black,Amy Winehouse,2.45M,0.99,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,R&B/Soul,7/20/2010 0:00,210,Goyer,Protected AAC audio file,151706,1,+1 (408) 996-1010,95014,1,North  America,CA,Me & Mr. Jones,0.99
Back to Black,Amy Winehouse,3.85M,3.96,Reno,,Mark Ronson,USA,21,kachase@hotmail.com,Kathy,R&B/Soul,7/20/2010 0:00,211,Chase,Protected AAC audio file,240320,1,+1 (775) 223-7665,89503,4,North  America,NV,Back to Black,0.99
Back to Black,Amy Winehouse,4.13M,3.96,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,R&B/Soul,7/20/2010 0:00,210,Goyer,Protected AAC audio file,256946,1,+1 (408) 996-1010,95014,4,North  America,CA,You Know I'm No Good,0.99
Frank,Amy Winehouse,3.83M,2.97,Boston,,,USA,23,johngordon22@yahoo.com,John,Pop,7/21/2010 0:00,212,Gordon,Protected AAC audio file,234200,1,+1 (617) 522-1333,2113,3,North  America,MA,Intro / Stronger Than Me,0.99
Back to Black,Amy Winehouse,2.30M,3.96,Boston,,,USA,23,johngordon22@yahoo.com,John,R&B/Soul,7/21/2010 0:00,212,Gordon,Protected AAC audio file,141520,1,+1 (617) 522-1333,2113,4,North  America,MA,Some Unholy War,0.99
Frank,Amy Winehouse,3.32M,4.95,Boston,,Salaam Remi,USA,23,johngordon22@yahoo.com,John,Pop,7/21/2010 0:00,212,Gordon,Protected AAC audio file,200253,1,+1 (617) 522-1333,2113,5,North  America,MA,F**k Me Pumps,0.99
Back to Black,Amy Winehouse,3.26M,4.95,Boston,,,USA,23,johngordon22@yahoo.com,John,R&B/Soul,7/21/2010 0:00,212,Gordon,Protected AAC audio file,202320,1,+1 (617) 522-1333,2113,5,North  America,MA,You Know I'm No Good (feat. Ghostface Killah),0.99
Frank,Amy Winehouse,10.56M,0.99,Tucson,,"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",USA,27,patrick.gray@aol.com,Patrick,Pop,7/22/2010 0:00,213,Gray,Protected AAC audio file,663426,1,+1 (520) 622-4200,85719,1,North  America,AZ,Amy Amy Amy (Outro),0.99
Mendelssohn: A Midsummer Night's Dream,Philharmonia Orchestra & Sir Neville Marriner,6.50M,1.98,Tucson,,,USA,27,patrick.gray@aol.com,Patrick,Classical,7/22/2010 0:00,213,Gray,Protected AAC audio file,387826,1,+1 (520) 622-4200,85719,2,North  America,AZ,"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",0.99
GÃ³recki: Symphony No. 3,Adrian Leaper & Doreen de Feis,9.27M,2.97,Tucson,,Henryk GÃ³recki,USA,27,patrick.gray@aol.com,Patrick,Classical,7/22/2010 0:00,213,Gray,Protected AAC audio file,567494,1,+1 (520) 622-4200,85719,3,North  America,AZ,"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych""  Lento E Largo - Tranquillissimo",0.99
"Szymanowski: Piano Works, Vol. 1",Martin Roscoe,5.55M,3.96,Tucson,,Karol Szymanowski,USA,27,patrick.gray@aol.com,Patrick,Classical,7/22/2010 0:00,213,Gray,Protected AAC audio file,333669,1,+1 (520) 622-4200,85719,4,North  America,AZ,"Metopes, Op. 29: Calypso",0.99
Frank,Amy Winehouse,3.28M,3.96,Tucson,,Luke Smith,USA,27,patrick.gray@aol.com,Patrick,Pop,7/22/2010 0:00,213,Gray,Protected AAC audio file,199160,1,+1 (520) 622-4200,85719,4,North  America,AZ,Take the Box,0.99
Weill: The Seven Deadly Sins,Kent Nagano and Orchestre de l'OpÃ©ra de Lyon,6.13M,4.95,Tucson,,Kurt Weill,USA,27,patrick.gray@aol.com,Patrick,Classical,7/22/2010 0:00,213,Gray,Protected AAC audio file,376510,1,+1 (520) 622-4200,85719,5,North  America,AZ,Symphony No. 2: III. Allegro vivace,0.99
Big Ones,Aerosmith,10.14M,0.99,Yellowknife,,"Steven Tyler, Joe Perry, Desmond Child",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,MPEG audio file,310622,1,+1 (867) 920-2233,X1A 1N6,1,North  America,NT,What It Takes,0.99
Jagged Little Pill,Alanis Morissette,9.38M,0.99,Yellowknife,,Alanis Morissette & Glenn Ballard,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,MPEG audio file,284891,1,+1 (867) 920-2233,X1A 1N6,1,North  America,NT,All I Really Want,0.99
For Those About To Rock We Salute You,AC/DC,8.82M,1.98,Yellowknife,,"Angus Young, Malcolm Young, Brian Johnson",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,MPEG audio file,270863,1,+1 (867) 920-2233,X1A 1N6,2,North  America,NT,Spellbound,0.99
Jagged Little Pill,Alanis Morissette,7.82M,2.97,Yellowknife,,Alanis Morissette & Glenn Ballard,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,MPEG audio file,239699,1,+1 (867) 920-2233,X1A 1N6,3,North  America,NT,You Learn,0.99
Big Ones,Aerosmith,7.07M,4.95,Yellowknife,,"Steven Tyler, Jim Vallance",Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,MPEG audio file,215875,1,+1 (867) 920-2233,X1A 1N6,5,North  America,NT,Deuces Are Wild,0.99
Balls to the Wall,Accept,5.51M,0.99,Yellowknife,,,Canada,33,ellie.sullivan@shaw.ca,Ellie,Rock,7/25/2010 0:00,214,Sullivan,Protected AAC audio file,342562,1,+1 (867) 920-2233,X1A 1N6,1,North  America,NT,Balls to the Wall,0.99
Out Of Exile,Audioslave,8.94M,0.99,Bordeaux,,"Cornell, Commerford, Morello, Wilk",France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,7/30/2010 0:00,215,Girard,MPEG audio file,273763,1,+33 05 56 96 96 96,33000,1,Europe,,Yesterday To Tomorrow,0.99
The Best Of Billy Cobham,Billy Cobham,8.22M,0.99,Bordeaux,,Billy Cobham,France,42,wyatt.girard@yahoo.fr,Wyatt,Jazz,7/30/2010 0:00,215,Girard,MPEG audio file,248084,1,+33 05 56 96 96 96,33000,1,Europe,,"Spanish moss-""A sound portrait""-Spanish moss",0.99
Alcohol Fueled Brewtality Live! [Disc 1],Black Label Society,11.97M,1.98,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Metal,7/30/2010 0:00,215,Girard,MPEG audio file,365662,1,+33 05 56 96 96 96,33000,2,Europe,,The Begining... At Last,0.99
Black Sabbath Vol. 4 (Remaster),Black Sabbath,10.81M,1.98,Bordeaux,,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",France,42,wyatt.girard@yahoo.fr,Wyatt,Metal,7/30/2010 0:00,215,Girard,MPEG audio file,331676,1,+33 05 56 96 96 96,33000,2,Europe,,Snowblind,0.99
Audioslave,Audioslave,7.06M,1.98,Bordeaux,,Audioslave/Chris Cornell,France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,7/30/2010 0:00,215,Girard,MPEG audio file,294034,1,+33 05 56 96 96 96,33000,2,Europe,,Like a Stone,0.99
Audioslave,Audioslave,7.62M,1.98,Bordeaux,,Audioslave/Chris Cornell,France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,7/30/2010 0:00,215,Girard,MPEG audio file,317492,1,+33 05 56 96 96 96,33000,2,Europe,,The Last Remaining Light,0.99
Body Count,Body Count,0.21M,3.96,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,7/30/2010 0:00,215,Girard,MPEG audio file,6373,1,+33 05 56 96 96 96,33000,4,Europe,,A Statistic,0.99
Warner 25 Anos,AntÃ´nio Carlos Jobim,7.12M,3.96,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Jazz,7/30/2010 0:00,215,Girard,MPEG audio file,219663,1,+33 05 56 96 96 96,33000,4,Europe,,Falando De Amor,0.99
Plays Metallica By Four Cellos,Apocalyptica,10.42M,3.96,Bordeaux,,Apocalyptica,France,42,wyatt.girard@yahoo.fr,Wyatt,Metal,7/30/2010 0:00,215,Girard,MPEG audio file,322925,1,+33 05 56 96 96 96,33000,4,Europe,,The Unforgiven,0.99
BackBeat Soundtrack,BackBeat,2.25M,3.96,Bordeaux,,Eddie Cochran/Jerry Capehart,France,42,wyatt.girard@yahoo.fr,Wyatt,Rock And Roll,7/30/2010 0:00,215,Girard,MPEG audio file,140199,1,+33 05 56 96 96 96,33000,4,Europe,,C'Mon Everybody,0.99
Facelift,Alice In Chains,11.32M,4.95,Bordeaux,,Jerry Cantrell,France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,7/30/2010 0:00,215,Girard,MPEG audio file,349831,1,+33 05 56 96 96 96,33000,5,Europe,,Sea Of Sorrow,0.99
Facelift,Alice In Chains,7.94M,4.95,Bordeaux,,"Jerry Cantrell, Layne Staley",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,7/30/2010 0:00,215,Girard,MPEG audio file,243879,1,+33 05 56 96 96 96,33000,5,Europe,,Real Thing,0.99
Chemical Wedding,Bruce Dickinson,8.02M,4.95,Buenos Aires,,Roy Z,Argentina,56,diego.gutierrez@yahoo.ar,Diego,Metal,8/7/2010 0:00,216,Gutierrez,MPEG audio file,246177,1,+54 (0)11 4311 4333,1106,5,South America,,Chemical Wedding,0.99
Chemical Wedding,Bruce Dickinson,9.44M,0.99,Santiago,,Roy Z,Chile,57,luisrojas@yahoo.cl,Luis,Metal,8/20/2010 0:00,217,Rojas,MPEG audio file,285257,1,+56 (0)2 635 4444,,1,South America,,The Tower,0.99
Chemical Wedding,Bruce Dickinson,11.82M,3.96,Bangalore,,Roy Z,India,59,puja_srivastava@yahoo.in,Puja,Metal,8/20/2010 0:00,218,Srivastava,MPEG audio file,359131,1,+91 080 22289999,560001,4,Asia,,Trupets Of Jericho,0.99
Chemical Wedding,Bruce Dickinson,8.63M,4.95,Bangalore,,Roy Z,India,59,puja_srivastava@yahoo.in,Puja,Metal,8/20/2010 0:00,218,Srivastava,MPEG audio file,265351,1,+91 080 22289999,560001,5,Asia,,Gates Of Urizen,0.99
Chemical Wedding,Bruce Dickinson,8.85M,4.95,Santiago,,Adrian Smith,Chile,57,luisrojas@yahoo.cl,Luis,Metal,8/20/2010 0:00,217,Rojas,MPEG audio file,269557,1,+56 (0)2 635 4444,,5,South America,,Killing Floor,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,7.69M,0.99,Stuttgart,,Al Perkins/Willie Dixon,Germany,2,leonekohler@surfeu.de,Leonie,Blues,8/21/2010 0:00,219,Kahler,MPEG audio file,235311,1,+49 0711 2842222,70174,1,Europe,,When My Left Eye Jumps,0.99
Chemical Wedding,Bruce Dickinson,16.55M,0.99,Stuttgart,,Roy Z,Germany,2,leonekohler@surfeu.de,Leonie,Metal,8/21/2010 0:00,219,Kahler,MPEG audio file,509413,1,+49 0711 2842222,70174,1,Europe,,The Alchemist,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,14.18M,1.98,Stuttgart,,Buddy Guy,Germany,2,leonekohler@surfeu.de,Leonie,Blues,8/21/2010 0:00,219,Kahler,MPEG audio file,433397,1,+49 0711 2842222,70174,2,Europe,,Stone Crazy,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,4.60M,1.98,Stuttgart,,Eurreal Montgomery,Germany,2,leonekohler@surfeu.de,Leonie,Blues,8/21/2010 0:00,219,Kahler,MPEG audio file,140434,1,+49 0711 2842222,70174,2,Europe,,First Time I Met The Blues,0.99
Prenda Minha,Caetano Veloso,2.75M,0.99,Prague,,Caetano Veloso,Czech Republic,6,hholy@gmail.com,Helena,Latin,8/22/2010 0:00,220,Hola,MPEG audio file,84088,1,+420 2 4177 0449,14300,1,Europe,,"Texto ""Verdade Tropical""",0.99
Prenda Minha,Caetano Veloso,5.92M,1.98,Prague,,Chico Buarque,Czech Republic,6,hholy@gmail.com,Helena,Latin,8/22/2010 0:00,220,Hola,MPEG audio file,181812,1,+420 2 4177 0449,14300,2,Europe,,Carolina,0.99
Prenda Minha,Caetano Veloso,3.23M,2.97,Prague,,Tradicional,Czech Republic,6,hholy@gmail.com,Helena,Latin,8/22/2010 0:00,220,Hola,MPEG audio file,99369,1,+420 2 4177 0449,14300,3,Europe,,Prenda Minha,0.99
Prenda Minha,Caetano Veloso,10.00M,3.96,Prague,,Caetano Veloso - Djavan,Czech Republic,6,hholy@gmail.com,Helena,Latin,8/22/2010 0:00,220,Hola,MPEG audio file,299337,1,+420 2 4177 0449,14300,4,Europe,,Linha Do Equador,0.99
Prenda Minha,Caetano Veloso,9.41M,3.96,Prague,,Fausto Nilo - Armandinho,Czech Republic,6,hholy@gmail.com,Helena,Latin,8/22/2010 0:00,220,Hola,MPEG audio file,281730,1,+420 2 4177 0449,14300,4,Europe,,Vida Boa,0.99
The Best Of Buddy Guy - The Millenium Collection,Buddy Guy,6.02M,4.95,Prague,,Robert Geddins/Ron Badger/Sheldon Feinberg,Czech Republic,6,hholy@gmail.com,Helena,Blues,8/22/2010 0:00,220,Hola,MPEG audio file,182491,1,+420 2 4177 0449,14300,5,Europe,,My Time After Awhile,0.99
